-253.00,1.6264719E-05
-252.00,1.6315082E-05
-251.00,1.6365246E-05
-250.00,1.6415209E-05
-249.00,1.6464973E-05
-248.00,1.6514538E-05
-247.00,1.6563902E-05
-246.00,1.6613067E-05
-245.00,1.6662033E-05
-244.00,1.6710799E-05
-243.00,1.6759365E-05
-242.00,1.6807731E-05
-241.00,1.6855898E-05
-240.00,1.6903865E-05
-239.00,1.6951633E-05
-238.00,1.6999201E-05
-237.00,1.7046569E-05
-236.00,1.7093738E-05
-235.00,1.7140707E-05
-234.00,1.7187476E-05
-233.00,1.7234046E-05
-232.00,1.7280416E-05
-231.00,1.7326587E-05
-230.00,1.7372558E-05
-229.00,1.7418329E-05
-228.00,1.7463900E-05
-227.00,1.7509272E-05
-226.00,1.7554444E-05
-225.00,1.7599417E-05
-224.00,1.7644190E-05
-223.00,1.7688763E-05
-222.00,1.7733137E-05
-221.00,1.7777311E-05
-220.00,1.7821285E-05
-219.00,1.7865060E-05
-218.00,1.7908635E-05
-217.00,1.7952011E-05
-216.00,1.7995187E-05
-215.00,1.8038163E-05
-214.00,1.8080939E-05
-213.00,1.8123516E-05
-212.00,1.8165894E-05
-211.00,1.8208071E-05
-210.00,1.8250049E-05
-209.00,1.8291828E-05
-208.00,1.8333406E-05
-207.00,1.8374785E-05
-206.00,1.8415965E-05
-205.00,1.8456944E-05
-204.00,1.8497725E-05
-203.00,1.8538305E-05
-202.00,1.8578686E-05
-201.00,1.8618867E-05
-200.00,1.8658849E-05
-199.00,1.8698631E-05
-198.00,1.8738213E-05
-197.00,1.8777596E-05
-196.00,1.8816779E-05
-195.00,1.8855762E-05
-194.00,1.8894546E-05
-193.00,1.8933130E-05
-192.00,1.8971514E-05
-191.00,1.9009699E-05
-190.00,1.9047684E-05
-189.00,1.9085470E-05
-188.00,1.9123055E-05
-187.00,1.9160442E-05
-186.00,1.9197628E-05
-185.00,1.9234615E-05
-184.00,1.9271402E-05
-183.00,1.9307990E-05
-182.00,1.9344378E-05
-181.00,1.9380566E-05
-180.00,1.9416555E-05
-179.00,1.9452344E-05
-178.00,1.9487934E-05
-177.00,1.9523323E-05
-176.00,1.9558514E-05
-175.00,1.9593504E-05
-174.00,1.9628295E-05
-173.00,1.9662886E-05
-172.00,1.9697278E-05
-171.00,1.9731470E-05
-170.00,1.9765462E-05
-169.00,1.9799255E-05
-168.00,1.9832848E-05
-167.00,1.9866241E-05
-166.00,1.9899435E-05
-165.00,1.9932429E-05
-164.00,1.9965223E-05
-163.00,1.9997818E-05
-162.00,2.0030213E-05
-161.00,2.0062409E-05
-160.00,2.0094405E-05
-159.00,2.0126201E-05
-158.00,2.0157798E-05
-157.00,2.0189195E-05
-156.00,2.0220392E-05
-155.00,2.0251390E-05
-154.00,2.0282188E-05
-153.00,2.0312786E-05
-152.00,2.0343185E-05
-151.00,2.0373384E-05
-150.00,2.0403383E-05
-149.00,2.0433183E-05
-148.00,2.0462783E-05
-147.00,2.0492184E-05
-146.00,2.0521385E-05
-145.00,2.0550386E-05
-144.00,2.0579188E-05
-143.00,2.0607790E-05
-142.00,2.0636192E-05
-141.00,2.0664395E-05
-140.00,2.0692398E-05
-139.00,2.0720201E-05
-138.00,2.0747805E-05
-137.00,2.0775209E-05
-136.00,2.0802413E-05
-135.00,2.0829418E-05
-134.00,2.0856223E-05
-133.00,2.0882829E-05
-132.00,2.0909235E-05
-131.00,2.0935441E-05
-130.00,2.0961448E-05
-129.00,2.0987255E-05
-128.00,2.1012862E-05
-127.00,2.1038270E-05
-126.00,2.1063478E-05
-125.00,2.1088486E-05
-124.00,2.1113295E-05
-123.00,2.1137904E-05
-122.00,2.1162314E-05
-121.00,2.1186523E-05
-120.00,2.1210534E-05
-119.00,2.1234344E-05
-118.00,2.1257955E-05
-117.00,2.1281366E-05
-116.00,2.1304578E-05
-115.00,2.1327590E-05
-114.00,2.1350402E-05
-113.00,2.1373015E-05
-112.00,2.1395428E-05
-111.00,2.1417642E-05
-110.00,2.1439655E-05
-109.00,2.1461469E-05
-108.00,2.1483084E-05
-107.00,2.1504499E-05
-106.00,2.1525714E-05
-105.00,2.1546730E-05
-104.00,2.1567546E-05
-103.00,2.1588162E-05
-102.00,2.1608578E-05
-101.00,2.1628795E-05
-100.00,2.1648813E-05
-99.00,2.1668631E-05
-98.00,2.1688249E-05
-97.00,2.1707667E-05
-96.00,2.1726886E-05
-95.00,2.1745905E-05
-94.00,2.1764725E-05
-93.00,2.1783344E-05
-92.00,2.1801765E-05
-91.00,2.1819985E-05
-90.00,2.1838006E-05
-89.00,2.1855827E-05
-88.00,2.1873449E-05
-87.00,2.1890871E-05
-86.00,2.1908093E-05
-85.00,2.1925116E-05
-84.00,2.1941939E-05
-83.00,2.1958563E-05
-82.00,2.1974987E-05
-81.00,2.1991211E-05
-80.00,2.2007235E-05
-79.00,2.2023060E-05
-78.00,2.2038685E-05
-77.00,2.2054111E-05
-76.00,2.2069337E-05
-75.00,2.2084363E-05
-74.00,2.2099190E-05
-73.00,2.2113817E-05
-72.00,2.2128244E-05
-71.00,2.2142472E-05
-70.00,2.2156500E-05
-69.00,2.2170329E-05
-68.00,2.2183957E-05
-67.00,2.2197387E-05
-66.00,2.2210616E-05
-65.00,2.2223646E-05
-64.00,2.2236476E-05
-63.00,2.2249107E-05
-62.00,2.2261538E-05
-61.00,2.2273769E-05
-60.00,2.2285801E-05
-59.00,2.2297633E-05
-58.00,2.2309265E-05
-57.00,2.2320698E-05
-56.00,2.2331931E-05
-55.00,2.2342965E-05
-54.00,2.2353798E-05
-53.00,2.2364433E-05
-52.00,2.2374867E-05
-51.00,2.2385102E-05
-50.00,2.2395137E-05
-49.00,2.2404973E-05
-48.00,2.2414609E-05
-47.00,2.2424045E-05
-46.00,2.2433282E-05
-45.00,2.2442319E-05
-44.00,2.2451156E-05
-43.00,2.2459794E-05
-42.00,2.2468232E-05
-41.00,2.2476471E-05
-40.00,2.2484510E-05
-39.00,2.2492349E-05
-38.00,2.2499988E-05
-37.00,2.2507428E-05
-36.00,2.2514669E-05
-35.00,2.2521709E-05
-34.00,2.2528550E-05
-33.00,2.2535192E-05
-32.00,2.2541633E-05
-31.00,2.2547875E-05
-30.00,2.2553918E-05
-29.00,2.2559761E-05
-28.00,2.2565404E-05
-27.00,2.2570847E-05
-26.00,2.2576091E-05
-25.00,2.2581135E-05
-24.00,2.2585980E-05
-23.00,2.2590625E-05
-22.00,2.2595070E-05
-21.00,2.2599316E-05
-20.00,2.2603362E-05
-19.00,2.2607208E-05
-18.00,2.2610855E-05
-17.00,2.2614302E-05
-16.00,2.2617549E-05
-15.00,2.2620597E-05
-14.00,2.2623445E-05
-13.00,2.2626094E-05
-12.00,2.2628543E-05
-11.00,2.2630792E-05
-10.00,2.2632841E-05
-9.00,2.2634691E-05
-8.00,2.2636342E-05
-7.00,2.2637792E-05
-6.00,2.2639043E-05
-5.00,2.2640095E-05
-4.00,2.2640946E-05
-3.00,2.2641599E-05
-2.00,2.2642051E-05
-1.00,2.2642304E-05
0.00,2.2642357E-05
1.00,2.2642210E-05
2.00,2.2641864E-05
3.00,2.2641319E-05
4.00,2.2640573E-05
5.00,2.2639628E-05
6.00,2.2638483E-05
7.00,2.2637139E-05
8.00,2.2635595E-05
9.00,2.2633851E-05
